서비스ID,서비스명,서비스 요약,상세 링크,시도명,시군구명,담당부서명,신청방법,지원주기,지급방식,생애주기,대상특성,관심주제,조회수,최종수정일
WLF00002859,결식아동급식지원,결식우려가 있는 아동의 급식 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002859&wlfareInfoReldBztpCd=02,강원특별자치도,홍천군,강원특별자치도 홍천군 행정복지국 복지과,"방문, 인터넷",월,기타,"아동, 영유아","한부모·조손, 저소득","교육, 안전·위기",4606,20250619
WLF00003457,차상위 건강보험료 지원,"만 65세 이상으로 매월 보험료 부과금액이 보건복지부가 정한 최저 보험료 13,100원 이하인 차상위계층에게 국민건강보험료를 지원함으로써 군민의 건강증진과 복지향상 도모",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003457&wlfareInfoReldBztpCd=02,전라남도,무안군,전라남도 무안군 사회복지과,,월,기타,노년,,,1533,20250619
WLF00000189,건강생활유지비,1종 의료급여수급권자의 건강한 생활유지 및 복지증진 도모,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000189&wlfareInfoReldBztpCd=02,전라남도,무안군,전라남도 무안군 사회복지과,,월,현금지급,"노년, 영유아, 아동, 청소년, 중장년, 청년",저소득,서민금융,3145,20250619
WLF00003596,화장장려금 지원,관내 사망자중 화장시설 이용에 따른 화장비의 차등지원으로 장묘의 선진화 추구,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003596&wlfareInfoReldBztpCd=02,강원특별자치도,양구군,강원특별자치도 양구군 행정복지국 사회복지과,방문,1회성,현금지급,,,"서민금융, 안전·위기",1543,20250619
WLF00004062,"참전유공자 명예수당, 사망위로금 및 참전유공자 배우자수당  지급",참전유공자의 경제적 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004062&wlfareInfoReldBztpCd=02,강원특별자치도,삼척시,강원특별자치도 삼척시 자치행정국 복지정책과,방문,월,현금지급,노년,,서민금융,415,20250619
WLF00003117,농촌주택빈집정비(슬레이트지붕),농촌빈집의 정비를 통한 주거환경개선,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003117&wlfareInfoReldBztpCd=02,경상북도,예천군,경상북도 예천군 농촌활력과,방문,수시,현금지급,중장년,,서민금융,435,20250619
WLF00000346,삼척시 요보호 아동 및 학대피해(의심)아동 지원,"요보호 아동 및 학대피해(의심)아동 발생 시 보호조치에 필요한 식비, 간식비, 의료비, 건강검진, 응급 이송료, 심리치료비, 필요물품 등 지원하여 아동에 대한 신속하고 적극적인 보호를 하고자 함.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000346&wlfareInfoReldBztpCd=02,강원특별자치도,삼척시,강원특별자치도 삼척시 자치행정국 아동청소년과,,1회성,"현물지급, 시설입소",,,,701,20250619
WLF00002974,저소득재가노인식사배달 사업,관내 저소득층 독거노인 중 거동이 불편한 만65세이상 어르신들께 정기적인 도시락(부식)을 제공함으로써 건강증진 및 생활안정 도모,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002974&wlfareInfoReldBztpCd=02,강원특별자치도,홍천군,강원특별자치도 홍천군 행정복지국 행복나눔과,,주,현물지급,노년,저소득,,490,20250619
WLF00002583,저소득주민 국민건강보험료 지원,생활이 어려운 차상위계층에게 건강보험료의 일부를 지원하여 건강생활에 기여하고자 함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002583&wlfareInfoReldBztpCd=02,인천광역시,부평구,인천광역시 부평구 문화복지국 사회보장과,,월,현금지급,"노년, 영유아, 아동, 중장년, 청년, 청소년","장애인, 한부모·조손",서민금융,945,20250619
WLF00001544,저소득층에 대한 특별지원,수급자 및 차상위 계층자에 대하여 동절기 난방 추가지원을 실시함으로써 이들의 생활안정에 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001544&wlfareInfoReldBztpCd=02,인천광역시,옹진군,인천광역시 옹진군 행정복지국 복지정책과,방문,수시,현금지급,,저소득,서민금융,2108,20250619
WLF00001904,아동급식비 지원(결식아동급식),저소득 가정의 아동들이 건강하게 자랄 수 있도록 급식지원 등을 통해 결식예방 및 영양개선,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001904&wlfareInfoReldBztpCd=02,강원특별자치도,양양군,강원특별자치도 양양군 교육체육과,방문,주,현물지급,"영유아, 아동, 청소년","한부모·조손, 저소득",안전·위기,7167,20250619
WLF00003109,국가유공자 지원,국가를 위하여 희생하고 공헌한 국가유공자에 대한 예우,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003109&wlfareInfoReldBztpCd=02,강원특별자치도,양구군,강원특별자치도 양구군 행정복지국 사회복지과,방문,월,현금지급,,보훈대상자,서민금융,467,20250619
WLF00004125,보훈명예수당,참전유공자 및 그외 유공자에 대한 명예선양 및 자긍심 고취,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004125&wlfareInfoReldBztpCd=02,경기도,안산시,경기도 안산시 복지국 복지정책과,방문,분기,현금지급,,보훈대상자,서민금융,1389,20250619
WLF00002683,국가유공자 등 위문,"생활이 어려운 사회복지시설 수용자 및 국가유공자에게 위문금 지급
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002683&wlfareInfoReldBztpCd=02,경기도,안산시,경기도 안산시 복지국 복지정책과,,반기,현금지급,,보훈대상자,"서민금융, 보호·돌봄, 주거",290,20250619
WLF00002860,국가보훈대상자 수당지원,"국가유공자, 참전유공자, 참전유공자의 배우자(유공자 사망시)에 대한 수당 지원",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002860&wlfareInfoReldBztpCd=02,강원특별자치도,홍천군,강원특별자치도 홍천군 행정복지국 복지과,방문,월,현금지급,,보훈대상자,서민금융,637,20250619
WLF00000415,행려자지원,행려자구호 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000415&wlfareInfoReldBztpCd=02,강원특별자치도,양구군,강원특별자치도 양구군 행정복지국 사회복지과,,1회성,현물지급,,,,247,20250619
WLF00000552,학기중(평일)아동급식지원,결식아동 예방,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000552&wlfareInfoReldBztpCd=02,강원특별자치도,삼척시,강원특별자치도 삼척시 자치행정국 아동청소년과,방문,수시,현물지급,"청소년, 아동","한부모·조손, 다자녀, 저소득",입양·위탁,719,20250619
WLF00003845,보호아동 생활안정 지원,보호아동의 건전한 육성과 경제적 지원강화,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003845&wlfareInfoReldBztpCd=02,강원특별자치도,삼척시,강원특별자치도 삼척시 자치행정국 아동청소년과,방문,월,현금지급,"아동, 청소년",,서민금융,469,20250619
WLF00003377,가정위탁아동 양육지원,보호대상아동의 건강한 성장과 보호에 필요한 급여를 지급하여 경제적 도움을 주고자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003377&wlfareInfoReldBztpCd=02,강원특별자치도,삼척시,강원특별자치도 삼척시 자치행정국 아동청소년과,방문,월,현금지급,아동,,"안전·위기, 서민금융, 입양·위탁",453,20250619
WLF00000410,결식아동급식비지원,저소득 가정의 아동들이 건강하고 행복하게 자랄 수 있도록 민.관이 협조체계를 구축하여 지역실정과 아동의 가정환경 및 욕구에 맞는 급식을 효율적으로 제공,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000410&wlfareInfoReldBztpCd=02,강원특별자치도,양구군,강원특별자치도 양구군 행정복지국 사회복지과,방문,수시,기타,"청소년, 아동","저소득, 한부모·조손","안전·위기, 입양·위탁",1193,20250619
WLF00003490,가정위탁아동 양육수당 지원,"요보호 아동을 보호,양육하기를 희망하는 가정에 위탁 양육함으로써 가정적인 분위기에서 건전한 사회인으로 자랄수 있도록 함.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003490&wlfareInfoReldBztpCd=02,강원특별자치도,양구군,강원특별자치도 양구군 행정복지국 사회복지과,방문,월,현금지급,"청소년, 아동",,"서민금융, 입양·위탁",632,20250619
WLF00003394,보호아동 생활안정지원(가정위탁아동 양육비 지원),"보호대상아동을 보호,양육하기를 희망하는 가정에 위탁 양육함으로써 가정적인 분위기에서 건전한 사회인으로 자랄 수 있도록 지원",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003394&wlfareInfoReldBztpCd=02,강원특별자치도,고성군,강원특별자치도 고성군 행정복지국 교육문화과,방문,월,현금지급,"영유아, 아동, 청소년",,"안전·위기, 서민금융, 입양·위탁",572,20250619
WLF00003588,저소득 장례용품 지급,"기초생활보장 수급자, 차상위계층, 저소득 독거노인 등 저소득계층 사망시 장례용품을 지원하여 대상자의 경제적 부담 경감과 풍요로운 함평 행복한 군민의 복지 증진에 기여
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003588&wlfareInfoReldBztpCd=02,전라남도,함평군,전라남도 함평군 가족행복과,"방문, 우편",1회성,현물지급,"청소년, 청년, 아동, 영유아, 중장년, 노년",,,771,20250619
WLF00002310,화장장려금지원,"- 매장 위주의 장사제도를 합리적으로 개선하고 화장 문화로의 전환 도모
- 묘지 증가에 따른 국토 훼손 방지로 국민의 보건 위생상의 위해 방지 및 국토의 효율적 이용
- 화장장려금 지원으로 대주민 의식변화 제고 및 공공복리 증진에 이바지
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002310&wlfareInfoReldBztpCd=02,전라남도,함평군,전라남도 함평군 가족행복과,"방문, 우편",1회성,현금지급,"노년, 영유아, 아동, 청년, 중장년, 청소년",,서민금융,791,20250619
WLF00003491,복지사각지대 저소득층 지원,"질병, 실직, 노령, 화재 등으로 생활에 어려움을 겪고 있는 복지사각지대 발굴을 활성화하여 기본적인 생계유지에 필요한 비용을 맞춤형으로 지원하여 경제적 부담을 덜어주고 생활안정을 도모함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003491&wlfareInfoReldBztpCd=02,강원특별자치도,양구군,강원특별자치도 양구군 행정복지국 사회복지과,"방문, 팩스, 우편",수시,현금지급,,,"서민금융, 안전·위기",2797,20250619
WLF00001790,가정위탁 양육비 지원,보호대상아동(요보호아동)을 보호.양육하기를 희망하는 가정에 위탁 양육함으로써 가정적인 분위기에서 건전한 사회인으로 자랄 수 있도록 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001790&wlfareInfoReldBztpCd=02,강원특별자치도,양양군,강원특별자치도 양양군 교육체육과,방문,월,현금지급,"청소년, 영유아, 아동",,"서민금융, 입양·위탁, 안전·위기",650,20250619
WLF00002956,이재민 응급구호," 자연재해 발생시 이재민에 대한 구호를 실시함으로써 이재민의 보호와 생활안정에 기여함을 목적으로 함.
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002956&wlfareInfoReldBztpCd=02,경기도,안산시,경기도 안산시 복지국 복지정책과,,1회성,"기타, 현물지급",,,,294,20250619
WLF00000656,재가노인 식사배달,재가 결식우려 노인들에 대한 무료급식 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000656&wlfareInfoReldBztpCd=02,강원특별자치도,동해시,강원특별자치도 동해시 행정복지국 가족과,방문,주,현물지급,노년,저소득,,451,20250619
WLF00001618,노숙자 및 행려자 보호,노숙인 귀향여비(현물지급 불가) 및 무연고 사망자 장제비 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001618&wlfareInfoReldBztpCd=02,인천광역시,서구,인천광역시 서구 복지문화국 복지정책과,,1회성,기타,,,안전·위기,1031,20250619
WLF00003581,발달재활서비스지원 (시자체사업),장애아동 재활치료 바우처사업(국고보조사업)에서 소득기준초과로 제외된 장애아동의 재활치료비용을 지원함으로써 장애아동의 재활을 지원하고 장애아동 가정의 경제적 부담을 경감하고자 함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003581&wlfareInfoReldBztpCd=02,강원특별자치도,춘천시,강원특별자치도 춘천시 복지국 장애인복지과,방문,월,현금지급,"아동, 청소년",장애인,"서민금융, 주거, 보호·돌봄, 입양·위탁",4434,20250619
WLF00001380,사물인터넷(IoT) 기술기반 어르신 안심안부서비스(안심폰),"IoT기술(조도,온도,습도,동작감지, 가스감지)을 활용한 실시간 안전확인 모니터링 실시
생활지원사를 연계한 안부확인 및 말벗서비스 제공 
위급상황 발생 시 119연계, 생활지원사 경보알림 등 신속한 대처로 독거노인에 대한 사회안전망 구축",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001380&wlfareInfoReldBztpCd=02,인천광역시,,인천광역시 여성가족국 노인정책과,방문,년,기타,노년,"한부모·조손, 저소득",,1998,20250619
WLF00003496,가정위탁아동 양육보조금 지원,가정위탁아동 및 소년소녀가정의 보호를 통한 건전한 성장 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003496&wlfareInfoReldBztpCd=02,강원특별자치도,춘천시,강원특별자치도 춘천시 복지국 보육아동과,방문,월,현금지급,아동,,"서민금융, 입양·위탁",517,20250619
WLF00001250,결연기관 운영,"시설보호아동, 가정위탁보호아동, 소년소녀가정 등 불우한 아동과 지역사회 이웃과의 결연으로 물질적, 정신적 지원을 통해 이웃사랑의 사회기풍을 조성하고 불우아동의 건전육성을 도모하기 위함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001250&wlfareInfoReldBztpCd=02,인천광역시,,인천광역시 여성가족국 아동정책과,,수시,기타,"아동, 청소년",,,438,20250619
WLF00000588,행려자 구호비,노숙위기자에 대한 귀향여비 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000588&wlfareInfoReldBztpCd=02,강원특별자치도,홍천군,강원특별자치도 홍천군 행정복지국 복지과,,1회성,현물지급,,,,285,20250619
WLF00000582,무연고 사망자 장제비,무연고 사망자 장제,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000582&wlfareInfoReldBztpCd=02,강원특별자치도,홍천군,강원특별자치도 홍천군 행정복지국 복지과,,1회성,기타,,,안전·위기,248,20250619
