서비스ID,서비스명,서비스 요약,상세 링크,소관기관,대표연락처,신청가능여부,주소,태그,시작일,종료일,진행상태,INTRS_THEMA_CD,FMLY_CIRC_CD,BKJR_LFTM_CYC_CD,WLFARE_INFO_AGGRP_CD,카테고리,사업상태,사업기간,연락처,이메일,사업목적,지원대상,지원내용,신청방법,제출서류
S0001639457,꿈장학(초중고등학생),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001639457&wlfareInfoReldBztpCd=03,삼성꿈장학재단,,, ,,20130101,20991231,진행중,교육,저소득,"아동,청소년",,아동지원,,,,,,- 꿈과 가능성이 있는 저소득층 가정의 청소년(중학교 1학년 ~ 고등학교 3학년),"- 중학생: 1,800,000원(월 15만원 기준) 
- 고등학생: 2,400,000원(월 20만원 기준)","- 인터넷 접수: http://www.sdream.or.kr 
- 우편 접수(증비서류): 서울특별시 용산구 후암로 107 게이트웨이타워 20층 
- 공고: 매년 3~4월 중","- 기초생활수급자: 기초생활수급자증명서 1부
- 차상위계층: 한부모가족 증명서, 장애수당 대상자 확인서, 자활근로자 확인서, 차상위 우선돌봄 증명서, 요금감면 이동전화 서비스 신청용 감면대상자 증명서(이동전화 요금감면 소득인정액 증명서), 복지대상자 급여(변경)신청 결과통보서(사회복지서비스 및 급여 제공 변경 결과통보서), 차상위 본인부담경감대상자 증명서 각 1부
- 일반저소득층(차차상위 등): 부모의 건강보험증 사본, 부모의 ''년도 건강장기요양 보험료 납부확인서, 부모 모두의 세목별 과세(납세) 증명서 각 1부"
S5300078314,아동 의료비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300078314&wlfareInfoReldBztpCd=03,(재)월정어린이복지재단,,, ,,20180601,20290718,진행중,"정신건강,신체건강","저소득,장애인",,,아동지원,,,,,,- 만 12세 이하 초등학생 및 영유아(소득구분: 저소득),- 지원 아동의 질병 치료에 요구되는 일체의 의료 비용 최대 300만원 지원,- 이메일 제출(5440421@hanmail.net),
S5300146849,진로동아리 지원사업 드림나우,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300146849&wlfareInfoReldBztpCd=03,MNJ문화복지재단,,, ,,20190625,20480617,진행중,"교육,서민금융","한부모·조손,다문화·탈북민","영유아,아동,청소년",,아동지원,,,,,,"- 서울 및 수도권 지역(경기, 인천) 의 진로동아리
신규) 진로를 찾기 위해 다양한 경험을 해보고 싶은 청소년들이나,
      진로를 정하고 실현해나가기 위해 노력하는 청소년들로 구성된 진로동아리
     * 2019년도 기준 고등학생, 혹은 고등학생 연력(학교 밖 청소년 포함)
지속) 드림나우 지원을 받은 자 중에서 추가적인 지원이 필요한 청소년 진로동아리","- 문화예술/문화예술 외의 진로를 성취해가는 과정에서 경험해보고 싶은 것, 배우고 싶은 것 등
 - 심사 과정을 통해 재단과 협의하여 최종 지원항목 확정
 - 일정 금액의 다과비 및 문화체험비 지급 예정(팀당 50~150만원 이내)
 - Mnj DREAM LAB 네트워킹(상/하반기), 도전프로젝트 등 필수참석",- 이메일(dream@mnjfoundation.org)로 신청,"- 담당자신청서, 청소년신청서, 동아리의 게획 혹은 관심사와 관련된 자료"
S5300146848,꿈사진 공모전 '꿈을 꾸는 청소년을 찾습니다',,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300146848&wlfareInfoReldBztpCd=03,MNJ문화복지재단,,, ,,20190625,20480618,진행중,"교육,서민금융","다문화·탈북민,한부모·조손","영유아,청소년,아동",,아동지원,,,,,,- 전국 청소년(청소년 기본법상 만9~24세) 또는 청소년 그룹,- 30~100만원 지급,- 이메일(dream@mnjfoundation.org)로 신청,- 3~5장으로 구성된 연작사진 + 에세이(A4한장 이내)
BOK00000039,삼성 인공와우 지원사업,"저소득 난청 환자의 인공와우 이식 수술 및 재활 치료, 참여 프로그램 등을 통하여 난청 환자의 청각 재활과 사회 복귀를 도모한다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000039&wlfareInfoReldBztpCd=03,삼성서울병원,,, ,,20070201,20991231,진행중,"정신건강,신체건강","저소득,장애인","영유아,아동,청소년",,생계지원,,,,,"저소득 난청 환자의 인공와우 이식 수술 및 재활 치료, 참여 프로그램 등을 통하여 난청 환자의 청각 재활과 사회 복귀를 도모한다.","만 18세 미만의 저소득 청각 장애인 중 본원에서 인공와우 수술을 받는 자 (당해년도 가구ㆍ지역별 일반재산의 최고재산액 기준 250% 이내 및 최저생계비 고시안 기준 250% 이내인 자. 단, 두 기준의 합이 400% 이내여야 함)

※ 단, 18세 이상의 경우에도 인공와우 적응증에 해당하고 심의 기준에 적합할 경우 논의를 거친 후 대상자에 포함시킬 수 있음","1) 수술 전 검사비 및 양측 인공와우 수술비
2) 재활비 (맵핑 및 언어 재활·평가비 / 개인별 연간 350만원, 최대 4년간 지원)","이비인후과 인공와우지원실 방문하여 신청서 및 동의서 작성 한 후, 대상자 각자에게 맞는 구비 서류 제출","1) 신청서 (소정 양식)
2) 주민등록등본
3) 건강보험증(건강보험 납입 증명서) 또는 의료급여증 사본 
4) 수급자 증명서 (해당자에 한함)
5) 지방세 세목별 과세증명서
6) 근로소득원천징수영수증 또는 소득금액증명원(사업자등록증 사본), 또는 주거래 통장 3개월분 사본
7) 임대차계약서, 무료임대확인서 또는 등기부등본
8) 소유 부동산의 등기부등본
9) 자동차 보험증권
10) 부채증명서 (금융기관 발행)
11) 사업 홍보 동의서
12) 개인정보 수집ㆍ이용 동의서"
BOK00000443,모아사랑 태교음악회(임신부 출산용품 후원),저출산 대비와 경제적으로 어려운 임신부를 돕기 위함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000443&wlfareInfoReldBztpCd=03,(사)월드휴먼브리지,,, ,,20190301,20991231,진행중,임신·출산,"다문화·탈북민,저소득,장애인","임신 · 출산,영유아",,아동지원,,,,,저출산 대비와 경제적으로 어려운 임신부를 돕기 위함,"저소득/취약계층 임신부(미혼모, 북한이탈주민, 결혼이주여성, 기초수급자 등) 및 도움이 필요한 일반인 임신부",신생아 양육에 필요한 출산용품 및 태교음악회 음악 관람,포털사이트 '다음'에서 모아사랑 태교음악회 까페 검색하여 신청서 작성 및 지원,"신청서, 산모수첩 외 기타 증빙 서류"
S5300109910,탈북대학생 기숙사 메리메이트,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300109910&wlfareInfoReldBztpCd=03,열매나눔재단,,, ,,20181211,20261229,진행중,"교육,일자리,주거",다문화·탈북민,,,주거지원,,,,,,"서울 소재 4년제 또는 2년제 대학 1학년 이상(2019년 3월 기준) 재학생으로 현재 주거문제를 겪고 있는 북한이탈주민
(단, 보호자의 거주지가 서울시일 경우 지원 불가)","주거환경 및 개인별 맞춤 학습진료, 취업연계 멘토링 프로그램 제공","- 신청기간: 12월~1월, 연중 추가 접수 홈페이지 확인
- 심의절차: 서류심사>면접심사",
S5300109903,대학생아시아대장정,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300109903&wlfareInfoReldBztpCd=03,대산문화재단,,, ,,20181211,20261223,진행중,문화·여가,저소득,청년,,생계지원,,,,,,대학 재학생 및 휴학생(해외 결격 사유가 없는 자),"아시아 대장정 프로그램 지원(리더십킴프, 개인조별활동,아시아 탐방 및 체험","- 신청기간: 5~6월
- 심의절차 및 기준: 참가신청>서류접수>면접",
S5300085671,북한이탈주민 의료비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300085671&wlfareInfoReldBztpCd=03,우천복지재단,,, ,,20180822,20480827,진행중,"신체건강,정신건강","저소득,장애인",,,건강·의료,,,,,,"- 북한이탈주민 중 현재 치료 중이거나, 치료 예정인 경우
- 질병의 제한은 없으나, 암, 희귀난치성 질병 등 우선 지원 대상 있음","- 재단 치료비 지원 100만원
- 선정 후, 재단 홈페이지 게시 및 외부 모금을 통한 모금액 전액 지급",- 홈페이지 확인 후 메일 제출 : cwf2007@hanmail.net,
S5300076842,밝은 세상을 보는 즐거움,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300076842&wlfareInfoReldBztpCd=03,밀알복지재단,,, ,,20180717,20480723,진행중,"정신건강,신체건강","저소득,장애인",,,생계지원,,,,,,"안구질환으로 수술 및 치료가 필요하지만 치료가 어려운 24세 이하 아동청소년(시각장애인 부모, 조부모 해당)","개안수술비, 주거비 및 생게비(대상자 경제적 상황에 따라 지원가능)",이메일 miral4664@hanmail.net,
S5300066899,세상에서 제일 소중한 너라서,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300066899&wlfareInfoReldBztpCd=03,홀트아동복지회,,, ,,20180614,20380630,진행중,"신체건강,정신건강","장애인,저소득",,,아동지원,,,,,,"0세~만18세 이하의 아동청소년
(수급권자 및 차상위계층, 하부모가족, 일반저소득가정/중위소득 80%이하)","대상자별 1인당 최대, 200만원 의료비 지원
(치료비, 수술비, 보장구 구입비, 약제비 등 치료에 필요한 제반비용)","- 이메일 접수 withchild@holt.or.kr
- 신청기간: 6월",
S5300066905,내일을 찾는 학교,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300066905&wlfareInfoReldBztpCd=03,(사)부스러기사랑나눔회,,, ,,20180614,20480630,진행중,"교육,서민금융","한부모·조손,다문화·탈북민","청소년,영유아,아동",,아동지원,,,,,,"빈곤환경에서도 미래를 구체적으로 게획하고 준비하고 있으며,
- 진로분야 재능과 열정이 확실한 아동 청소년
- 중학교 1학년~고등학교 2학년 재학생
- 아동복지시설 이용학생(그룹홈, 보육원, 복지관, 쉼터, 지역아동센터 등)
- 중도포기 없이 8개월간 참여가능한 학생","프로그램 지원금(개인당 300만원)
- 교육비 280만원, 멘토링 및 진로체험비 20만원","- 신청방법 : 이메일 접수 Project@busrugy.or.kr
- 신청기간 : 연중 상시공고로 홈페이지 확인",
S5300057761,장애인 보조기기 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300057761&wlfareInfoReldBztpCd=03,롯데재단,,, ,,20180516,20300521,진행중,"정신건강,신체건강","저소득,장애인",,,생계지원,,,,,,"학습, 사회, 일상생활을 영위함에 있어 보조기기가 필요한 중증 1~2급 지체·퇴병변 장애인(만 20세 이하), 저소득, 중위소득 150% 이하",1인 150만원 이내의 일상생활 보조기기 1품목,"신청인 주소지 기준 담당 지역 기관의 우편 및 이메일 접수
※ 이메일 참조",
S5300052606,무료법률구조 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300052606&wlfareInfoReldBztpCd=03,소상공인시장진흥공단―부천소상공인지원센터,,, ,,20180425,20480423,진행중,서민금융,"한부모·조손,저소득",,,채무·법률,,,,,,17년 적용 기준 중위소득 125% 이하인 소상공인,"소상공인 상행위 관련 민사사건에 대한 변호사 비용, 인지대, 송달료 등 제반소송비용
* 단, 승소가액 2억원 이상, 근로관계와 대응된 사건은 제외","구비서류를 가까운 대한법률구조공단 지부, 출장소에 제출",
S5300006308,자립역량강화사업 '청사진(청년사회진출)',,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S5300006308&wlfareInfoReldBztpCd=03,아동자립지원단,,, ,,20180112,20381231,진행중,"정신건강,신체건강,교육,주거",,"아동,청소년,청년",,주거지원,,,,,,"- 아동복지시설 및 가정위탁보호 종료(예정) 또는 연장보호 아동
- 고등학교 졸업생으로써 취업의지가 확고한 자
- 대학교 재학생 및 2018년도 대학교 입학 예정자로써 취업의지가 확고한 자","- 주거(비)지원 : 아동 1인당 연 최대 500만원
- 자기계발비 지원 : 아동 1인당 연 최대 300만원
- 의료체계 지원(실비보험 가입 및 병원 연계 등)
- 자립역량강화교육(역량강화, 경제, 진로, 주거 등)
- 자치활동(동아리)
- 오리엔테이션 1회",- 이메일( jarip@kohi.or.kr) 또는 우편접수(서울특별시 용산구 한강대로 391 센트럴프라자 7층),
BOK00000298,"밀알복지재단 국내지원사업(의료비,수술비)신청안내",밀알복지재단 국내지원사업은 경제적 어려움으로 수술 및 치료를 받을 수 없는 장애인 가정에게 의료비를  지원하여 장애를 극복하고 자립할 수 있도록 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000298&wlfareInfoReldBztpCd=03,사회복지법인밀알복지재단,,, ,,20171101,20991231,진행중,"신체건강,정신건강","저소득,장애인","아동,영유아,청소년",,아동지원,,,,,밀알복지재단 국내지원사업은 경제적 어려움으로 수술 및 치료를 받을 수 없는 장애인 가정에게 의료비를  지원하여 장애를 극복하고 자립할 수 있도록 지원합니다.,"기초생활수급자, 차상위계층, 저소득계층 (중위소득 80% 미만)","1. 장애아동 결연의료비지원 - 의료비지원이 필요한 만18세미만 장애아동,청소년 / 재활치료비 및 각종 의료비(월20만원 이내)정기지원

2. 장애아동 수술비지원 - 수술비지원이 필요한 만18세미만 장애아동,청소년 / 수술비(500만원한도)일시지원

3. 신장이식 수술비지원 - 신장이식수술 확정자, 연령제한 없음 / 수술비(500만원한도)일시지원","1. E-mail접수: 신청서와 구비서류 밀알복지재단 법인메일로 접수
            (E-mail: miral4664@hanmail.net /

2. 우편접수: (우06934) 서울특별시 강남구 밤고개로1길 34, 2층(수서동)
           밀알복지재단 국내사업부 지원사업 담당자 앞","밀알복지재단 지원사업 신청서 1부(붙임1, 2, 3)"
BOK00000319,장애인식개선교육,장애인식개선교육을 통해 장애인에 대한 잘못된 편견과 차별을 올바르게 이해하고 장애인과 비장애인이 서로 소통하며 함께 어울려사는 세상 만들기,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000319&wlfareInfoReldBztpCd=03,한국척수장애인협회 장애인식개선교육센터,,, ,,20100101,20991231,진행중,교육,장애인,,,일자리,,,,,장애인식개선교육을 통해 장애인에 대한 잘못된 편견과 차별을 올바르게 이해하고 장애인과 비장애인이 서로 소통하며 함께 어울려사는 세상 만들기,"초,중,고등학생 및 전국민 대상","지원내용: 장애인식개선교육
     - 장애인식개선교육
     - 스포츠체험(휠체어럭비)
     - 장애체험
     - 인형극
     - 직업토크쇼",전화 02-786-8483,없음
BOK00000318,재활지원사업,"본 사업은 교통사고, 산업재해 등 각종 사고와 질병으로 중도에 장애를 입게 되는 척수장애인에게 상담 및 재활서비스를 제공하여 신속하게 사회의 일원으로 복귀할 수 있도록 지원하고자 함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000318&wlfareInfoReldBztpCd=03,사단법인 한국척수장애인협회,,, ,,20150101,20991231,진행중,,장애인,,,일자리,,,,,"본 사업은 교통사고, 산업재해 등 각종 사고와 질병으로 중도에 장애를 입게 되는 척수장애인에게 상담 및 재활서비스를 제공하여 신속하게 사회의 일원으로 복귀할 수 있도록 지원하고자 함",척수장애인 및 그 가족,"척수장애인 재활 지원
    - 종합상담실/인터넷정보센터 등 상담지원 및 척수장애 정보제공 사업 전개
    - 척수장애인 활동가 파견을 통한 일상생활 동작 및 휠체어 기술 훈련
    - 척수장애인 자가운동법 교육, 매트리스 클리닝을 통한 일상 복귀 지원
    - 기타","○ 신청방법 : 전화(1599-1991) 및 내방
○ 상담전화 : 1599-1991(척수장애인 종합상담실)
○ 온라인 : 홈페이지 솔루션위원회 온라인상담실 (아래 링크 참조) 
           ( http://www.kscia.org/board/list/menu04_06?init )
○ 내방 : 서울특별시 영등포구 의사당대로22, 6층 4호(여의도동 이룸센터) 
         사단법인 한국척수장애인협회",없음
